(0.7781300142586, 0.0713251871017, 0, 0.5, 1, 0.11)
(0.8533522257953, 0.1379153415769, 0, 0.5, 0.4, 0.2)
(0.8101919404874, 0.1329827375417, 0, 0.53, 1, 0.11)
(0.8632174338657, 0.2008060430256, 0, 0.5, 0.75, 0.2)
(0.8360881116722, 0.2217696101752, 0, 0.55, 1, 0)
(0.7608659001354, 0.2242359121928, 0, 0.534, 0.75, 0)
(0.7337365779418, 0.1329827375417, 0, 0.5, 1, 0.1)
(0.6030225710091, 0.1576457577176, 0, 0.55, 1, 0.2)
(0.5647948897364, 0.2254690632016, 0, 0.54, 1, 0.1)
(0.5204014534196, 0.3327532009671, 0, 0.5, 1, 0.2)
(0.806492487461, 0.2254690632016, 0, 0.5, 1, 0)
(0.7522338430738, 0.2982249727207, 0, 0.32, 0.8, 0.1) 
(0.6239861381587, 0.3857786943455, 0, 0.12, 0.88, 0.11) 
(0.4858732251732, 0.4264726776358, 0, 0.51, 1, 0.1)
(0.4044852585925, 0.3450847110551, 0, 0.32, 0.8, 0.11)
(0.3378951041174, 0.3500173150903, 0, 0.12, 0.88, 0)
(0.3465271611789, 0.2871266136415, 0, 0.51, 1, 0)
(0.3995526545573, 0.2451994793424, 0, 0.3, 0.91, 0)
(0.3082994799062, 0.2156038551312, 0, 0.21, 1, 0)
(0.5080699433316, 0.161345210744, 0, 0.5, 1, 0) 
(0.5635617387276, 0.1132523214009, 0, 0.3, 0.91, 0) 
(0.5573959836836, 0.4042759594774, 0, 0.21, 1, 0)
(0.5216346044284,0.4536019998294, 0, 0.5, 1, 0)
(0.4525781479357, 0.204505496052, 0, 0.32, 0.8, 0.1)
(0.4328477317949, 0.1305164355241, 0, 0.32, 0.8, 0.1)
(0.3489934631965, 0.0984545092953, 0, 0.32, 0.8, 0.1)
(0.3021337248622, 0.0737914891193, 0, 0.32, 0.8, 0.1)
(0.4, 0, 0, 0.32, 0.8, 0.1)
(0.4784743191204, -0.077886084963, 0, 0.32, 0.8, 0.1)
(0.6868768396075, -0.096383350095, 0, 0.32, 0.8, 0.1)
(0.6313850442115, 0.0528279219697, 0, 0.32, 0.8, 0.1)
(0.732737827538, -0.1932009912817, 0, 0.32, 0.8, 0.1)
(0.6878959726726, -0.2512915759937, 0, 0.32, 0.8, 0.1)
(0.6145183919837, -0.3358796203989, 0, 0.32, 0.8, 0.1)
(0.443304037043, -0.336898753464, 0, 0.32, 0.8, 0.1)
(0.2894149442094, -0.3338413542686, 0, 0.32, 0.8, 0.1)
(0.3984621821776, -0.1738374630443, 0, 0.32, 0.8, 0.1)
(0.2680131498419, -0.0301397008619, 0, 0.32, 0.8, 0.1)
(0.2588409522558, 0.1094815290599, 0, 0.32, 0.8, 0.1)
(0.2726330520358, -0.6719494313631, 0, 0.32, 0.8, 0.1)
(0.2997152408047, -0.6209099217601, 0, 0.32, 0.8, 0.1)
(0.3695039580169, -0.7490295070899, 0, 0.32, 0.8, 0.1)
(0.4278348261345, -0.7511127523798, 0, 0.32, 0.8, 0.1)
(0.5236641094706, -0.7490295070899, 0, 0.32, 0.8, 0.1)
(0.3632542221471, -0.6823656578126, 0, 0.32, 0.8, 0.1)
(0.4058254802431, -0.408373812073, 0, 0.32, 0.8, 0.1)
(0.5194976188908, -0.429251355088, 0, 0.32, 0.8, 0.1)
(0.7151435592039, -0.3565843172012, 0, 0.32, 0.8, 0.1)
(0.6647729546025, -0.3750298907172, 0, 0.32, 0.8, 0.1)
(0.8179441862851, -0.3886704936816, 0, 0.32, 0.8, 0.1)
(0.8787483688471, -0.4948121389022, 0, 0.32, 0.8, 0.1)
(0.2520809459674, 0.1951472707599, 0, 0.32, 0.8, 0.1)
(-0.0242609224913, -0.0926419392898, 0, 0.32, 0.8, 0.1)
(0.0452406838467, -0.2226978225175, 0, 0.32, 0.8, 0.1)
(0.2798447395406, -0.2351915296255, 0, 0.32, 0.8, 0.1)
(0.1021564606719, -0.3351411864892, 0, 0.32, 0.8, 0.1)
(-0.1504940608447, -0.3309766174532, 0, 0.32, 0.8, 0.1)
(-0.2823720803176, -0.3282002380958, 0, 0.32, 0.8, 0.1)
(-0.3240177706775, -0.1616174766564, 0, 0.32, 0.8, 0.1)
(-0.5169761360115, -0.3295884277745, 0, 0.32, 0.8, 0.1)
(-0.7335337258829, -0.2685080819134, 0, 0.32, 0.8, 0.1)
(-0.6867226543241, -0.1920234221014, 0, 0.32, 0.8, 0.1)
(-0.9177863707652, -0.0812844097334, 0, 0.32, 0.8, 0.1)
(-0.912258621944, 0.0223608806641, 0, 0.32, 0.8, 0.1)
(-0.8818560034274, -0.014951423879, 0, 0.32, 0.8, 0.1)
(-0.9150224963546, 0.2130682149955, 0, 0.32, 0.8, 0.1)
(-0.8528353221161, 0.2780192636446, 0, 0.32, 0.8, 0.1)
(-0.8555991965267, 0.219977901022, 0, 0.32, 0.8, 0.1)
(-0.6441628041158, 0.4784001584132, 0, 0.32, 0.8, 0.1)
(-0.677329297043, 0.4770182212079, 0, 0.32, 0.8, 0.1)
(-0.7270790364338, 0.376136805221, 0, 0.32, 0.8, 0.1)
(-0.5792117554666, 0.4023936121217, 0, 0.32, 0.8, 0.1)
(-0.4755664650691, 0.4880737188503, 0, 0.32, 0.8, 0.1)
(0.1100240528504, 0.0563859138594, 0, 0.32, 0.8, 0.1)
(0.0040445495603, 0.1731796521791, 0, 0.32, 0.8, 0.1)
(0.0213473256077, 0.2553678384041, 0, 0.32, 0.8, 0.1)
(0.0624414187202, 0.52788656115, 0, 0.32, 0.8, 0.1)
(0.2051893211109, 0.5300494081559, 0, 0.32, 0.8, 0.1)
(0.4236368687088, 0.5495150312092, 0, 0.32, 0.8, 0.1)
(0.6182930992415, 0.5689806542624, 0, 0.32, 0.8, 0.1)
(-0.3528252064164, 0.2640192264277, 0, 0.32, 0.8, 0.1)
(-0.4912474147953, 0.1883195812205, 0, 0.32, 0.8, 0.1)
(-0.5518071309611, 0.0174546677529, 0, 0.32, 0.8, 0.1)
(-0.4415019336592, 0.1558768761318, 0, 0.32, 0.8, 0.1)
(-0.4890845677894, -0.0755477535017, 0, 0.32, 0.8, 0.1)
(-0.0586780136114, 0.2986247785225, 0, 0.32, 0.8, 0.1)
(0.0299987136314, 0.3851386587592, 0, 0.32, 0.8, 0.1)
(-0.1581689758837, 0.2099480512797, 0, 0.32, 0.8, 0.1)
(-0.2057516100139, 0.0780143839186, 0, 0.32, 0.8, 0.1)
(-0.0521894725936, 0.1537140291258, 0, 0.32, 0.8, 0.1)
(-0.0348866965462, -0.0625706714661, 0, 0.32, 0.8, 0.1)
(0.3587514585312, 0.4110928228303, 0, 0.32, 0.8, 0.1)
(-0.1516804348659, -0.335089394212, 0, 0.32, 0.8, 0.1)
(-0.0824693306765, -0.4475574385199, 0, 0.32, 0.8, 0.1)
(0.0213473256077, -0.335089394212, 0, 0.32, 0.8, 0.1)
(-0.4220899349118, -0.5743057979953, 0, 0.32, 0.8, 0.1)
(-0.3245911968538, -0.5466811555455, 0, 0.32, 0.8, 0.1)
(-0.394465292462, -0.6701795570856, 0, 0.32, 0.8, 0.1)
(-0.4805891777466, -0.6425549146359, 0, 0.32, 0.8, 0.1)
(-0.5065888412287, -0.6766794729561, 0, 0.32, 0.8, 0.1)
(-0.3554657972388, -0.7563034423702, 0, 0.32, 0.8, 0.1)
(-0.3245911968538, -0.717303947147, 0, 0.32, 0.8, 0.1)
(-0.0304700037122, -0.4004330484585, 0, 0.32, 0.8, 0.1)
(-0.0613446040972, -0.4703071440667, 0, 0.32, 0.8, 0.1)
(0.1612775144685, -0.455682333358, 0, 0.32, 0.8, 0.1)
(0.2230267152386, -0.3354338897532, 0, 0.32, 0.8, 0.1)
(-0.0077202981653, -0.5434311976102, 0, 0.32, 0.8, 0.1)
(-0.0987191203528, -0.5726808190276, 0, 0.32, 0.8, 0.1)
(0.0946533767955, -0.6653046201827, 0, 0.32, 0.8, 0.1)
(0.2506513576883, -0.7449285895967, 0, 0.32, 0.8, 0.1)
(0.1174030823424, -0.748178547532, 0, 0.32, 0.8, 0.1)
